case_id	case_version	parent_test_id	ledger_entry	requirement	classification	applicability	oracle_id	oracle_version	oracle_type	oracle	evidence_requirement	pass_fail_rule	certification_impact	dependencies
BDOS-CON-004-P0107	1.0.0	BDOS-CON-004	0107	Function 10 maximum byte	REQUIRED	generic CP/M 2.2 baseline	OR-0107	1.0.0	positive predicate	Test representative maximum values, including boundary values 1 and 255.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0108	1.0.0	BDOS-CON-004	0108	Function 10 returned count	REQUIRED	generic CP/M 2.2 baseline	OR-0108	1.0.0	positive predicate	Compare DE+1 with the accepted edited length.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0109	1.0.0	BDOS-CON-004	0109	Function 10 returned data location	REQUIRED	generic CP/M 2.2 baseline	OR-0109	1.0.0	positive predicate	Verify accepted characters occupy DE+2 onward in order.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0110	1.0.0	BDOS-CON-004	0110	Bytes beyond function-10 returned count	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0110	1.0.0	permitted variation	Do not require particular values beyond the returned count.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0111	1.0.0	BDOS-CON-004	0111	Function 10 CR termination	REQUIRED	generic CP/M 2.2 baseline	OR-0111	1.0.0	positive predicate	Supply data followed by CR and verify CR is absent from counted data.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0112	1.0.0	BDOS-CON-004	0112	Function 10 LF termination	REQUIRED	generic CP/M 2.2 baseline	OR-0112	1.0.0	positive predicate	Supply data followed by LF and verify LF is absent from counted data.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0113	1.0.0	BDOS-CON-004	0113	Function 10 capacity termination	REQUIRED	generic CP/M 2.2 baseline	OR-0113	1.0.0	positive predicate	Fill the buffer exactly and verify return without another BIOS CONIN.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0114	1.0.0	BDOS-CON-004	0114	Function 10 ordinary-character storage and echo	REQUIRED	generic CP/M 2.2 baseline	OR-0114	1.0.0	positive predicate	Verify representative ordinary input is both stored and echoed.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0115	1.0.0	BDOS-CON-004	0115	Function 10 backspace editing	REQUIRED	generic CP/M 2.2 baseline	OR-0115	1.0.0	positive predicate	Verify the preceding character is absent from returned edited data.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0116	1.0.0	BDOS-CON-004	0116	Function 10 DEL editing	REQUIRED	generic CP/M 2.2 baseline	OR-0116	1.0.0	positive predicate	Verify the preceding character is absent from returned edited data.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0117	1.0.0	BDOS-CON-004	0117	Function 10 initial Ctrl-C warm restart	REQUIRED	generic CP/M 2.2 baseline	OR-0117	1.0.0	positive predicate	Verify first-character Ctrl-C invokes warm-start behavior.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0118	1.0.0	BDOS-CON-004	0118	Function 10 Ctrl-E line continuation	REQUIRED	generic CP/M 2.2 baseline	OR-0118	1.0.0	positive predicate	Verify data on both physical lines is retained in one returned logical line.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0119	1.0.0	BDOS-CON-004	0119	Function 10 Ctrl-R redisplay	REQUIRED	generic CP/M 2.2 baseline	OR-0119	1.0.0	positive predicate	Verify pre-Ctrl-R data remains in the returned line.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0120	1.0.0	BDOS-CON-004	0120	Function 10 Ctrl-U line deletion	REQUIRED	generic CP/M 2.2 baseline	OR-0120	1.0.0	positive predicate	Verify only replacement data after Ctrl-U is returned.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0121	1.0.0	BDOS-CON-004	0121	Function 10 Ctrl-X line deletion	REQUIRED	generic CP/M 2.2 baseline	OR-0121	1.0.0	positive predicate	Verify prior data is discarded after Ctrl-X.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0122	1.0.0	BDOS-CON-004	0122	Function 10 starting-column-relative editing	REQUIRED	generic CP/M 2.2 baseline	OR-0122	1.0.0	positive predicate	Begin at a nonzero logical column and verify leftward editing respects it.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0123	1.0.0	BDOS-CON-004	0123	Function 10 stores no line terminator	REQUIRED	generic CP/M 2.2 baseline	OR-0123	1.0.0	positive predicate	Do not require CR, LF, NUL, or another terminator after counted data.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0124	1.0.0	BDOS-CON-004	0124	Function 10 has no function-specific register result	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0124	1.0.0	permitted variation	Do not require a function-10-specific A or HL value.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0125	1.0.0	BDOS-CON-004	0125	Function 10 Ctrl-P exclusion and printer-echo toggle	PROFILE REQUIRED	the DRI line-editor profile	OR-0125	1.0.0	profile-gated positive	Profile test separately requires exclusion from data and printer-echo toggle.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0126	1.0.0	BDOS-CON-004	0126	Function 10 post-Ctrl-P echo state	PROFILE REQUIRED	the DRI line-editor profile	OR-0126	1.0.0	profile-gated positive	Profile test verifies subsequent echo reaches LIST as selected.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0127	1.0.0	BDOS-CON-004	0127	Function 10 seven-bit input masking	PROFILE REQUIRED	the DRI line-editor profile	OR-0127	1.0.0	profile-gated positive	Profile injects high-bit bytes; baseline leaves their treatment unspecified.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0128	1.0.0	BDOS-CON-004	0128	Function 10 exact correction-display bytes	PROFILE REQUIRED	the DRI line-editor presentation profile	OR-0128	1.0.0	profile-gated positive	Byte-exact correction transcript is profile-gated.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0129	1.0.0	BDOS-CON-004	0129	Function 10 noninitial Ctrl-C behavior	PROFILE REQUIRED	the DRI line-editor profile	OR-0129	1.0.0	profile-gated positive	Profile test requires storage/display of noninitial Ctrl-C; baseline tests only documented initial Ctrl-C.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	MEM-001; BIOS-001 as applicable
BDOS-CON-004-P0130	1.0.0	BDOS-CON-004	0130	DRI private function-10 editor organization	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0130	1.0.0	anti-requirement	Do not test private DRI implementation structure.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0131	1.0.0	BDOS-STATE-002	0131	DRI function-10 zero common result	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0131	1.0.0	anti-requirement	Do not require DRI's zero common result.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0132	1.0.0	BDOS-STATE-002	0132	Function 13 selector	REQUIRED	generic CP/M 2.2 baseline	OR-0132	1.0.0	positive predicate	C=0Dh selects Reset Disk System.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0133	1.0.0	BDOS-STATE-002	0133	Function 13 read/write reset	REQUIRED	generic CP/M 2.2 baseline	OR-0133	1.0.0	positive predicate	Establish read-only state, call reset, and verify the read-only vector is cleared.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0134	1.0.0	BDOS-STATE-002	0134	Function 13 selects drive A	REQUIRED	generic CP/M 2.2 baseline	OR-0134	1.0.0	positive predicate	Reset from a non-A current drive and verify function 25 returns A.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0135	1.0.0	BDOS-STATE-002	0135	Function 13 restores default DMA	REQUIRED	generic CP/M 2.2 baseline	OR-0135	1.0.0	positive predicate	Set an alternate DMA address, reset, and verify subsequent default DMA use begins at 0080h.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0136	1.0.0	BDOS-STATE-002	0136	Function 13 resets login vector	REQUIRED	generic CP/M 2.2 baseline	OR-0136	1.0.0	positive predicate	Establish multiple logged drives, reset, and verify only A remains online.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0137	1.0.0	BDOS-STATE-002	0137	Function 13 function-specific result	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0137	1.0.0	permitted variation	Do not require a function-13-specific result.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0138	1.0.0	BDOS-STATE-002	0138	Function 14 selector	REQUIRED	generic CP/M 2.2 baseline	OR-0138	1.0.0	positive predicate	C=0Eh selects Select Disk.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0139	1.0.0	BDOS-STATE-002	0139	Function 14 drive numbering	REQUIRED	generic CP/M 2.2 baseline	OR-0139	1.0.0	positive predicate	Verify valid drive selections according to this mapping.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0140	1.0.0	BDOS-STATE-002	0140	Function 14 changes current disk	REQUIRED	generic CP/M 2.2 baseline	OR-0140	1.0.0	positive predicate	Select another drive and verify function 25.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0141	1.0.0	BDOS-STATE-002	0141	Function 14 logs selected drive	REQUIRED	generic CP/M 2.2 baseline	OR-0141	1.0.0	positive predicate	Verify the corresponding login-vector bit becomes set.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0142	1.0.0	BDOS-STATE-002	0142	Login vector is cumulative	REQUIRED	generic CP/M 2.2 baseline	OR-0142	1.0.0	positive predicate	Select multiple drives and verify all remain represented in the login vector.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0143	1.0.0	BDOS-STATE-002	0143	Standard media-change read-only behavior	REQUIRED	generic CP/M 2.2 baseline	OR-0143	1.0.0	positive predicate	Apply only where the target environment implements the documented media-change behavior.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0144	1.0.0	BDOS-STATE-002	0144	FCB drive code zero uses current disk	REQUIRED	generic CP/M 2.2 baseline	OR-0144	1.0.0	positive predicate	Execute a file operation with an FCB drive code of zero after changing current drive.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0145	1.0.0	BDOS-STATE-002	0145	Explicit FCB drive selection	REQUIRED	generic CP/M 2.2 baseline	OR-0145	1.0.0	positive predicate	Verify explicit-drive operations independently from current drive state.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0146	1.0.0	BDOS-STATE-002	0146	Explicit FCB selection does not permanently change current disk	REQUIRED	generic CP/M 2.2 baseline	OR-0146	1.0.0	positive predicate	Perform an explicit B-drive operation while A is current and verify restoration of A.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0147	1.0.0	BDOS-STATE-002	0147	Function 24 login vector result	REQUIRED	generic CP/M 2.2 baseline	OR-0147	1.0.0	positive predicate	Verify HL contains the login-vector value.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0148	1.0.0	BDOS-STATE-002	0148	Login vector bit mapping	REQUIRED	generic CP/M 2.2 baseline	OR-0148	1.0.0	positive predicate	Verify representative low and high drive bits.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0149	1.0.0	BDOS-STATE-002	0149	Login bit meaning	REQUIRED	generic CP/M 2.2 baseline	OR-0149	1.0.0	positive predicate	Verify login state after explicit and implicit drive use.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0150	1.0.0	BDOS-STATE-002	0150	Function 25 current disk result	REQUIRED	generic CP/M 2.2 baseline	OR-0150	1.0.0	positive predicate	Compare function 25 against controlled drive selections.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0151	1.0.0	BDOS-STATE-002	0151	Function 14 invalid-drive result	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0151	1.0.0	permitted variation	Do not require a specific invalid-drive result.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0152	1.0.0	BDOS-STATE-002	0152	Function 13/14 synchronization of page-zero 0004h	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0152	1.0.0	anti-requirement	Do not require 0004h to track live BDOS drive state.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0153	1.0.0	BDOS-STATE-002	0153	DRI private disk-state implementation	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0153	1.0.0	anti-requirement	Do not test internal state representation.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	MEM-001; BIOS-001 as applicable
BDOS-STATE-002-P0154	1.0.0	BDOS-STATE-002	0154	Unavailable-drive presentation	PROFILE REQUIRED	the Interactive DRI error profile	OR-0154	1.0.0	profile-gated positive	Profile injects absent drive and checks interaction/recovery; baseline requires coherent failure only.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	MEM-001; BIOS-001 as applicable
BDOS-FILE-001-P0155	1.0.0	BDOS-FILE-001	0155	Function 13 user-number preservation	REQUIRED	generic CP/M 2.2 baseline	OR-0155	1.0.0	positive predicate	Set nonzero user, call Function 13, require the same Function-32 result.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-002-P0156	1.0.0	BDOS-FILE-002	0156	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0156	1.0.0	positive predicate	Verify a sequential FCB occupies exactly bytes 0-32.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-001-P0157	1.0.0	BDOS-FILE-001	0157	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0157	1.0.0	positive predicate	Verify random-access use adds bytes 33-35 to the sequential FCB.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-002-P0158	1.0.0	BDOS-FILE-002	0158	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0158	1.0.0	positive predicate	Test drive byte 0 for current default and values 1-16 for A-P.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-001-P0159	1.0.0	BDOS-FILE-001	0159	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0159	1.0.0	positive predicate	Compare filename bytes for uppercase, cleared high bits, and space padding.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-002-P0160	1.0.0	BDOS-FILE-002	0160	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0160	1.0.0	positive predicate	Compare type bytes for the documented uppercase file type.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-001-P0161	1.0.0	BDOS-FILE-001	0161	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0161	1.0.0	positive predicate	Verify the documented high-bit attributes in type bytes 9-11.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-002-P0162	1.0.0	BDOS-FILE-002	0162	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0162	1.0.0	positive predicate	Verify EX is byte 12 and exercise caller initialization and values 0-31.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-001-P0163	1.0.0	BDOS-FILE-001	0163	Investigation 008 finding	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0163	1.0.0	permitted variation	Do not require any literal application-visible value in reserved S1.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-002-P0164	1.0.0	BDOS-FILE-002	0164	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0164	1.0.0	positive predicate	Verify S2 is byte 14 and is supplied as zero on OPEN, MAKE, and SEARCH.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
